PLANNED_PICKING_DEADLINE_TS,KEY_TRUCK_TRIP,TRUCK_TRIP_ID,PLANNED_FRAME_STACK_ID
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc46-BOTH-AMBIENT;679eb5b008f24d0e866e6dc42-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc41-BOTH-AMBIENT;679eb5b008f24d0e866e6dc43-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc41-BOTH-COOLED;679eb5b008f24d0e866e6dc43-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dbca-BOTH-AMBIENT;679eb5b008f24d0e866e6dbc4-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dbca-BOTH-COOLED;679eb5b008f24d0e866e6dbc4-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc40-BOTH-AMBIENT;679eb5b008f24d0e866e6dc45-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dbc0-BOTH-AMBIENT;679eb5b008f24d0e866e6dbc5-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dbc0-BOTH-COOLED;679eb5b008f24d0e866e6dbc5-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc48-BOTH-COOLED;679eb5b008f24d0e866e6dc4d-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc4a-BOTH-AMBIENT;679eb5b008f24d0e866e6dc4b-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc4a-BOTH-COOLED;679eb5b008f24d0e866e6dc4b-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc46-BOTH-COOLED;679eb5b008f24d0e866e6dc42-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc48-BOTH-AMBIENT;679eb5b008f24d0e866e6dc4d-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc49-BOTH-AMBIENT;679eb5b008f24d0e866e6dc4c-BOTH-AMBIENT
